Word  Worst  Mean
spial   380  21.23
ingle   380  22.47
abled   380  22.69
lomed   380  22.69
redip   380  22.69
tench   380  22.69
lapis   380  23.14
mylar   380  23.14
golpe   380  23.37
dynel   380  23.61
pargo   380  23.61
taira   380  23.61
daisy   380  23.86
beach   380  23.86
urson   380  24.36
meynt   380  24.62
tiara   380  25.15
raita   380  25.15
lipas   380  25.43
louma   380  25.43
riata   380  25.43
fices   380  25.71
rybat   380  25.71
sayid   380  26.30
atria   380  26.60
souse   380  28.22
aarti   380  28.57
diyas   380  29.29
dosha   380  29.67
sooey   380  30.45
aioli   380  35.06
odahs   380  35.06
wrast   381  19.61
warst   381  20.12
swart   381  20.85
toman   381  21.23
manto   381  21.63
moats   381  22.04
gusle   381  22.47
snark   381  22.47
gules   381  22.91
warts   381  22.91
carbs   381  23.37
luges   381  23.37
crabs   381  24.10
glues   381  24.10
buyer   381  24.62
lumen   381  24.62
straw   381  24.88
atmos   381  25.15
rebuy   381  25.43
bodes   381  25.71
stoma   381  25.71
atoms   381  26.00
beaks   381  26.00
fraus   381  26.00
skran   381  26.30
dobes   381  26.60
krans   381  26.91
scrab   381  26.91
knars   381  27.22
afoul   381  27.88
ranks   381  28.22
feods   381  28.57
karns   381  28.57
narks   381  28.93
bakes   381  30.05
kheda   381  30.05
cozes   381  34.54
droit   382  19.45
blame   382  20.12
prime   382  20.66
amble   382  21.43
randy   382  22.25
layin   382  22.69
maced   382  22.69
covet   382  23.86
gurls   382  24.10
melba   382  24.10
inlay   382  25.15
hyper   382  25.43
sorra   382  26.00
tryma   382  26.00
pynes   382  26.60
maybe   382  27.55
roars   382  27.55
roosa   382  27.55
saros   382  27.55
soras   382  28.57
soars   382  28.93
dimer   383  19.78
mired   383  20.12
rimed   383  20.12
coapt   383  20.48
riven   383  21.04
capot   383  21.83
meith   383  21.83
viner   383  21.83
livor   383  22.04
mirly   383  22.25
frats   383  22.69
chafe   383  22.91
farts   383  22.91
hains   383  23.37
dirts   383  24.36
grads   383  24.88
roneo   383  24.88
leone   383  25.15
drags   383  25.43
saved   383  25.71
kines   383  26.30
rafts   383  26.30
ronne   383  26.30
dargs   383  26.60
fayed   383  26.91
peaky   383  26.91
vades   383  27.88
helms   383  28.22
devas   383  28.57
nashi   383  28.57
mauve   383  28.93
bleys   383  31.27
nazir   383  32.14
nertz   383  34.54
roque   383  35.06
sneer   384  20.30
bagel   384  20.30
swine   384  20.48
gable   384  20.48
crams   384  21.43
monal   384  21.43
flame   384  21.83
marcs   384  21.83
sinew   384  22.04
proke   384  22.25
troat   384  22.25
tarot   384  22.47
scram   384  22.47
fleam   384  22.91
sewin   384  22.91
golem   384  23.14
slive   384  23.14
femal   384  23.37
murls   384  23.37
torta   384  23.37
slype   384  23.61
fatso   384  23.86
ottar   384  24.36
ratoo   384  24.36
softa   384  24.62
vlies   384  24.62
ernes   384  24.88
reens   384  24.88
symar   384  24.88
wines   384  24.88
aorta   384  25.15
belga   384  25.15
kraut   384  25.43
gleba   384  25.71
levis   384  25.71
poker   384  26.00
lives   384  26.00
veils   384  26.00
vleis   384  26.60
kurta   384  26.91
elchi   384  27.55
evils   384  27.55
yelps   384  28.57
ovens   384  30.85
tinge   385  20.66
glias   385  22.47
unled   385  22.47
disme   385  22.91
sigla   385  22.91
deism   385  23.37
gilas   385  23.37
dimes   385  24.36
liken   385  25.15
piker   385  25.15
lurer   385  26.30
ruler   385  26.91
boeps   385  28.57
inkle   385  28.57
fauve   385  29.29
ugali   385  29.67
gripe   386  20.66
chars   386  21.43
crash   386  21.63
tronc   386  21.83
trods   386  22.69
dorts   386  23.86
adopt   386  24.88
farci   386  24.88
ouped   386  25.71
dregs   386  26.30
fents   386  26.91
ebons   386  27.22
ixtle   386  28.93
kohen   386  29.67
exact   386  30.05
carom   387  18.81
coram   387  19.12
scant   387  20.12
canst   387  20.48
pucer   387  20.48
macro   387  21.04
conge   387  22.04
twice   387  23.14
stark   387  23.14
karst   387  23.14
skart   387  23.37
cants   387  23.61
strak   387  23.86
herbs   387  24.62
wreak   387  24.88
screw   387  26.00
eyots   387  26.00
festy   387  26.30
karts   387  26.60
crews   387  26.91
waker   387  28.22
coxes   387  32.14
diazo   387  34.54
jades   387  38.57
chine   388  19.61
grope   388  20.85
shorn   388  20.85
mulse   388  20.85
proem   388  20.85
porge   388  21.04
mpret   388  21.43
peony   388  21.43
horns   388  22.47
moper   388  22.47
mules   388  22.69
cower   388  22.91
spard   388  22.91
sprad   388  23.61
hutia   388  24.10
perog   388  24.10
prads   388  24.36
pards   388  24.62
mopes   388  24.88
pomes   388  24.88
draps   388  25.43
cursi   388  25.71
niche   388  26.00
smoke   388  26.60
becap   388  26.60
imbar   388  26.60
mbira   388  26.60
covey   388  27.22
derms   388  27.22
abrim   388  27.55
taxed   388  28.22
sidha   388  28.57
dashi   388  30.05
sizel   388  30.05
kents   388  30.45
mokes   388  30.85
dazes   388  37.32
zedas   388  37.93
adzes   388  41.32
timed   389  20.30
clave   389  20.66
bonce   389  20.85
calve   389  20.85
griot   389  20.85
spect   389  21.04
demit   389  21.23
cavel   389  21.83
trigo   389  21.83
basil   389  22.25
bails   389  22.25
clots   389  22.91
elite   389  23.14
colts   389  23.14
title   389  23.86
labis   389  24.36
rinds   389  24.36
eathe   389  25.43
theta   389  26.30
naira   389  27.22
heavy   389  28.22
heath   389  28.93
ulzie   389  31.70
patin   390  19.28
paint   390  19.78
baton   390  20.66
pored   390  20.66
carps   390  20.85
grime   390  21.04
doper   390  21.23
craps   390  21.43
drily   390  21.43
scrap   390  21.83
ranch   390  21.83
pinta   390  22.04
roped   390  22.25
cagot   390  22.47
inapt   390  22.47
pedro   390  22.47
scarp   390  22.47
buran   390  22.69
spred   390  22.91
aunty   390  23.37
chirl   390  23.61
urban   390  24.10
amnio   390  24.10
amino   390  24.62
duces   390  24.88
skein   390  25.15
unbar   390  25.43
etyma   390  28.57
ycled   390  29.67
cymes   390  30.05
fakey   390  30.85
terse   391  19.12
pulse   391  19.28
reest   391  19.45
spule   391  19.61
pusle   391  20.12
terne   391  20.12
treen   391  20.12
reset   391  20.66
flute   391  20.85
pules   391  21.23
plues   391  21.43
teres   391  21.43
steer   391  21.63
parve   391  21.63
stere   391  21.63
trees   391  21.83
teaed   391  22.04
godet   391  22.25
bason   391  22.47
taigs   391  22.47
teers   391  22.47
gaits   391  22.69
enter   391  22.91
lovat   391  22.91
suety   391  22.91
teade   391  22.91
vaper   391  22.91
agist   391  23.14
paver   391  23.14
rente   391  23.14
staig   391  23.14
volta   391  23.14
brash   391  23.61
trest   391  23.61
brads   391  23.86
shend   391  23.86
terts   391  23.86
hovel   391  24.10
dirke   391  24.10
dolts   391  24.10
spoke   391  24.36
ester   391  24.62
bards   391  24.62
hends   391  24.88
toged   391  24.88
parev   391  25.15
trets   391  25.15
diker   391  25.43
drabs   391  26.30
homey   391  26.60
darbs   391  26.91
irked   391  27.22
dated   391  27.55
fomes   391  28.22
vertu   391  28.57
eruvs   391  29.29
nixer   391  29.29
coses   391  29.67
pokes   391  29.67
tress   391  29.67
rests   391  30.45
soces   391  30.85
cosec   391  32.14
secco   391  35.06
claut   392  20.48
lodge   392  21.43
glode   392  22.25
ahold   392  22.47
thiol   392  22.69
litho   392  24.10
faced   392  24.36
tholi   392  24.62
germs   392  25.15
decaf   392  26.00
renin   392  26.00
drams   392  26.30
ogled   392  26.60
niner   392  27.55
parki   392  27.55
inner   392  27.88
silex   392  28.22
henna   392  29.67
sheas   392  29.67
vegas   392  29.67
jeton   392  30.05
rills   392  30.45
fakes   392  32.14
lexis   392  34.03
mason   393  21.23
goaty   393  22.91
linac   393  22.91
manos   393  23.14
soman   393  23.14
rhino   393  23.61
pheon   393  23.61
runty   393  23.86
monas   393  24.36
moans   393  24.88
besom   393  26.30
mobes   393  26.30
nomas   393  26.60
varus   393  26.91
mebos   393  27.22
expat   393  28.57
urvas   393  31.27
rakus   393  32.14
piezo   393  33.06
daint   394  18.97
crude   394  20.48
cured   394  20.48
mince   394  21.63
tango   394  21.63
began   394  21.83
idant   394  22.04
sloid   394  22.04
solid   394  22.25
tonga   394  22.25
diols   394  22.91
benga   394  24.62
cyano   394  24.62
lidos   394  24.88
loids   394  24.88
wafer   394  25.15
lurgi   394  25.15
soldi   394  26.91
melds   394  27.22
pouke   394  27.22
idols   394  27.88
japer   394  30.45
wytes   394  30.45
issue   394  33.54
saith   395  18.97
taish   395  19.61
logan   395  19.95
carob   395  20.85
carbo   395  21.04
cobra   395  21.43
gomer   395  21.63
spray   395  21.83
raspy   395  21.83
warty   395  22.04
coarb   395  22.04
anglo   395  22.25
along   395  22.69
tapet   395  22.69
longa   395  23.14
patte   395  23.14
etape   395  24.36
brins   395  24.62
eisel   395  24.62
gynie   395  24.88
prays   395  24.88
ruche   395  24.88
emics   395  25.15
hiems   395  25.15
rubli   395  25.15
pyets   395  25.43
esile   395  25.71
furan   395  25.71
lisle   395  26.30
eased   395  26.60
siles   395  27.88
aedes   395  28.57
seils   395  28.93
deads   395  30.45
sades   395  30.45
isles   395  35.06
spait   396  18.97
feint   396  19.61
fient   396  20.48
diact   396  20.85
whose   396  21.43
tepid   396  21.43
marsh   396  21.63
waled   396  21.63
weald   396  21.63
dwale   396  21.83
fecit   396  21.83
tapis   396  21.83
stipa   396  22.91
pitas   396  23.14
balti   396  23.61
dicta   396  23.86
dovie   396  23.86
clove   396  24.36
harms   396  24.62
lawed   396  24.62
video   396  24.88
grike   396  25.43
stylo   396  26.00
wayed   396  26.00
deawy   396  27.55
howes   396  27.55
ethos   396  29.29
yawed   396  30.85
gazes   396  36.16
ahint   397  19.95
bract   397  19.95
hiant   397  19.95
haint   397  20.12
maist   397  20.48
orbit   397  20.66
grist   397  21.83
talcy   397  22.47
baits   397  22.69
tamis   397  22.91
girly   397  23.14
hemin   397  23.37
strim   397  23.37
grits   397  23.61
trigs   397  23.61
ganef   397  23.86
girts   397  23.86
tabis   397  23.86
trims   397  23.86
strig   397  24.36
absit   397  24.88
menus   397  24.88
basti   397  25.43
fanos   397  25.43
herby   397  25.43
tonne   397  26.30
hurly   397  27.22
trill   397  27.88
unket   397  27.88
neums   397  28.57
nonet   397  28.57
tenon   397  28.93
recks   397  29.29
mimeo   397  30.45
extol   397  30.85
tenno   397  30.85
zoril   397  33.06
beaux   397  35.06
quake   397  42.85
dault   398  20.12
tauld   398  20.85
twine   398  21.63
grave   398  22.25
adult   398  22.47
sango   398  22.91
grots   398  23.61
trogs   398  23.61
epics   398  24.10
agons   398  25.43
fresh   398  25.71
awols   398  25.71
bhels   398  26.00
uncia   398  26.91
unica   398  26.91
hijra   398  37.93
bulse   399  19.95
doilt   399  20.12
blues   399  22.04
lubes   399  22.91
proul   399  23.14
curly   399  24.10
bides   399  24.10
dopas   399  26.00
skoal   399  26.00
wents   399  26.30
alkos   399  26.91
spado   399  26.91
fermi   399  27.22
gleds   399  27.22
diebs   399  27.55
gelds   399  27.55
kolas   399  27.55
eyres   399  28.22
serry   399  28.22
apods   399  29.29
eyers   399  29.29
newts   399  29.67
buaze   399  30.85
jager   399  30.85
wekas   399  31.70
wakes   399  33.54
askew   399  34.03
obeys   399  35.60
berth   400  20.48
drome   400  21.04
plesh   400  21.04
garth   400  21.63
moder   400  21.63
slurp   400  22.04
drave   400  22.25
shlep   400  22.25
acold   400  22.47
sabin   400  22.47
basin   400  22.91
raved   400  23.37
bleak   400  24.10
muley   400  24.10
purls   400  24.10
tonka   400  24.36
decoy   400  25.43
rawly   400  25.43
helps   400  25.71
pogey   400  25.71
nabis   400  26.00
poems   400  26.00
shove   400  26.30
cella   400  26.30
cecal   400  26.60
hacek   400  26.91
knaur   400  27.88
hoves   400  28.22
atoks   400  28.57
yogas   400  28.57
thyme   400  28.93
prahu   400  30.85
eyrir   400  32.59
oktas   400  33.06
tranq   400  33.06
equal   400  36.16
dirge   401  19.28
spain   401  19.78
ridge   401  19.95
gride   401  19.95
thorn   401  20.30
muset   401  21.04
north   401  21.83
barny   401  21.83
canty   401  21.83
guest   401  22.04
pains   401  22.25
spina   401  22.47
mutes   401  22.69
pians   401  22.69
while   401  22.91
derig   401  22.91
capos   401  23.37
guano   401  23.37
haily   401  23.61
pacos   401  24.10
clefs   401  24.36
pinas   401  24.36
reney   401  24.36
droke   401  24.62
vogie   401  24.62
winey   401  24.88
larky   401  25.15
tegus   401  25.15
scopa   401  25.43
etage   401  26.91
graze   401  27.22
baken   401  27.22
nipas   401  27.22
roked   401  27.22
ogive   401  27.55
gazer   401  28.57
mikra   401  28.57
agate   401  28.93
byrls   401  29.29
cloze   401  30.05
yitie   401  37.32
bride   402  19.61
bider   402  19.61
plain   402  19.78
breid   402  20.66
monde   402  20.66
lapin   402  20.85
peare   402  20.85
pilot   402  21.23
blurt   402  21.23
moble   402  21.23
rebid   402  21.43
demon   402  21.63
orcin   402  21.63
perea   402  21.63
siped   402  21.63
spied   402  21.83
parae   402  21.83
cover   402  22.25
daunt   402  22.25
spide   402  22.25
tilak   402  22.25
corni   402  22.47
prief   402  22.69
parer   402  23.14
probe   402  23.37
manis   402  24.10
mains   402  24.62
raper   402  24.88
breds   402  25.15
preif   402  25.15
minas   402  25.43
pedis   402  25.43
amins   402  25.71
arepa   402  26.00
rebop   402  26.30
biker   402  27.55
telly   402  27.55
paper   402  27.88
rappe   402  27.88
octet   402  28.57
raxed   402  29.67
limed   403  21.63
groma   403  21.83
brits   403  23.14
rangy   403  23.61
gaped   403  23.86
paged   403  24.10
angry   403  24.62
forme   403  24.62
begot   403  25.15
lints   403  25.43
scarf   403  26.91
ovary   403  28.22
guaco   403  28.22
dazer   403  28.57
frays   403  28.93
troll   403  29.67
razed   403  29.67
ethic   403  30.05
zerda   403  31.27
jural   403  32.14
jarul   403  34.54
chart   404  17.40
ratch   404  19.95
waned   404  21.04
awned   404  21.43
whore   404  21.83
fable   404  22.47
howre   404  22.47
dewan   404  22.69
fails   404  22.91
hogen   404  22.91
dawen   404  23.14
swail   404  23.14
alifs   404  24.36
dowse   404  24.36
sowed   404  25.15
wails   404  25.15
thelf   404  26.00
eight   404  26.30
walis   404  26.60
trayf   404  27.55
nance   404  27.88
tempi   404  27.88
diode   404  28.57
kenaf   404  28.57
doxie   404  29.67
sages   404  30.05
gases   404  32.14
gages   404  34.03
oxide   404  34.54
sleet   405  20.12
giber   405  21.83
sharp   405  22.04
stele   405  22.04
speld   405  22.47
steel   405  22.69
teels   405  23.86
harps   405  24.10
matte   405  24.36
teles   405  24.62
bergs   405  24.88
leets   405  24.88
amate   405  25.15
clype   405  26.30
guyse   405  26.30
kwela   405  27.55
stell   405  27.55
hymen   405  27.88
kithe   405  27.88
tells   405  28.22
mazer   405  28.57
paves   405  28.57
vapes   405  28.57
lests   405  29.67
vespa   405  29.67
fyces   405  32.14
plast   406  17.94
spalt   406  18.97
splat   406  19.95
plats   406  20.12
morts   406  21.23
storm   406  22.91
flake   406  22.91
sperm   406  23.37
lense   406  24.62
mensh   406  24.62
perms   406  24.62
hiver   406  24.88
mopey   406  24.88
prems   406  24.88
yourt   406  25.43
myope   406  26.00
lenes   406  26.60
mends   406  26.91
basic   406  27.22
vents   406  28.93
snell   406  29.67
hello   406  31.27
gains   407  21.83
croak   407  22.04
poesy   407  22.47
flary   407  22.69
signa   407  22.69
trant   407  22.69
vicar   407  22.91
adust   407  23.37
hover   407  23.61
tulpa   407  24.10
coped   407  24.36
dauts   407  24.88
antar   407  25.43
ratan   407  25.71
stive   407  25.71
antra   407  26.00
vraic   407  26.00
clews   407  26.91
oculi   407  28.57
yagis   407  29.67
kyles   407  32.14
ylkes   407  34.03
xerus   407  35.06
yelks   407  35.06
waist   408  22.25
plans   408  22.25
fraim   408  22.91
geare   408  22.91
ragee   408  22.91
eagre   408  23.14
saran   408  23.14
garre   408  24.10
cobia   408  24.36
waits   408  24.36
dopey   408  24.62
duans   408  24.62
regar   408  24.62
rager   408  24.88
yirth   408  24.88
salvo   408  25.15
eager   408  25.43
agree   408  25.71
craws   408  26.00
phyle   408  26.00
scraw   408  26.60
veily   408  26.91
ranas   408  27.22
unwet   408  27.22
arnas   408  27.88
naras   408  27.88
fards   408  28.93
cello   408  29.29
smaze   408  29.29
gager   408  29.67
ovals   408  29.67
hikes   408  30.05
tatou   408  30.45
bokes   408  30.85
agger   408  31.27
eggar   408  31.70
snars   408  31.70
mazes   408  36.16
jaxie   408  45.37
prion   409  20.12
proin   409  20.66
porin   409  21.04
clued   409  21.23
deare   409  21.23
dulce   409  22.25
arede   409  22.69
orpin   409  22.69
soapy   409  22.91
porns   409  22.91
aread   409  23.14
leuch   409  23.14
creel   409  23.37
darre   409  23.37
morns   409  23.61
darer   409  23.86
drear   409  24.10
eared   409  24.36
rared   409  24.36
crawl   409  24.88
paven   409  24.88
dread   409  25.43
aredd   409  25.43
aural   409  25.71
norms   409  26.30
readd   409  26.30
dared   409  26.91
kited   409  26.91
rural   409  27.55
caked   409  28.57
laura   409  28.57
nempt   409  28.57
newly   409  28.93
adder   409  29.29
adred   409  30.05
doeks   409  32.14
yoked   409  37.32
james   409  38.57
quais   409  39.22
quasi   409  41.32
print   410  20.66
copal   410  21.23
clons   410  22.47
chode   410  23.37
duals   410  23.37
glory   410  23.61
girns   410  23.61
burls   410  23.86
grins   410  23.86
pirns   410  23.86
curns   410  24.10
rings   410  24.10
blurs   410  24.36
visor   410  24.88
lauds   410  25.15
unsay   410  25.15
berms   410  25.71
cawed   410  25.71
slurb   410  25.71
hawed   410  26.30
odeum   410  27.22
fleys   410  28.22
fyles   410  28.57
udals   410  28.57
wyles   410  29.29
yours   410  29.29
yuans   410  29.29
jures   410  30.85
jaspe   410  31.70
ethyl   410  35.06
xeric   410  36.16
japes   410  36.73
shirt   411  19.12
brome   411  21.23
cours   411  22.04
unget   411  22.25
scour   411  22.47
visne   411  23.14
camis   411  23.61
elfin   411  23.86
crier   411  24.62
educt   411  24.62
ricer   411  24.62
beamy   411  24.88
micas   411  24.88
ombre   411  25.43
unapt   411  25.43
omber   411  25.71
veins   411  25.71
vines   411  26.30
hyleg   411  29.67
cerci   411  30.85
icier   411  30.85
ceric   411  32.14
exams   411  35.06
maxes   411  35.60
nikau   411  40.60
shalt   412  18.22
prost   412  18.97
broad   412  19.45
sport   412  19.78
board   412  19.95
bardo   412  21.04
ports   412  21.04
chola   412  21.63
loach   412  21.63
strop   412  21.63
abord   412  21.83
dobra   412  21.83
halts   412  21.83
meare   412  22.25
lordy   412  22.47
shaul   412  22.91
reame   412  23.37
dorba   412  23.61
marae   412  23.61
delft   412  23.86
guyle   412  23.86
maare   412  23.86
ramee   412  23.86
dwelt   412  24.10
gluey   412  24.10
laths   412  24.10
impel   412  24.36
rearm   412  24.62
ameer   412  24.62
atomy   412  24.88
arame   412  25.15
armer   412  25.15
hauls   412  25.43
hulas   412  25.71
vawte   412  27.55
croze   412  27.88
meows   412  31.27
bekah   412  32.59
avize   412  34.03
cozey   412  34.54
shute   413  19.12
giant   413  19.28
bodle   413  19.78
tamin   413  19.78
plied   413  19.95
matin   413  20.12
piled   413  20.30
gored   413  21.04
cauls   413  21.43
nidal   413  21.43
podal   413  21.43
coits   413  22.25
lobed   413  22.25
chaos   413  23.14
lepid   413  23.14
grasp   413  23.61
tangi   413  23.86
garms   413  24.62
grams   413  24.62
wiper   413  24.62
oints   413  24.88
stoic   413  25.15
margs   413  25.15
sprag   413  25.43
rheum   413  26.30
gadso   413  26.60
goads   413  27.22
uhlan   413  27.22
ngati   413  27.55
dagos   413  28.57
dreks   413  30.05
umiac   413  30.85
oshac   413  32.59
paxes   413  33.06
yechs   413  33.54
tizes   413  36.16
smalt   414  19.78
fried   414  20.30
fired   414  21.83
malts   414  23.61
mobey   414  25.15
sarky   414  25.71
cheka   414  26.00
karsy   414  26.91
gibes   414  27.22
taxol   414  27.22
tokay   414  29.29
quiet   414  30.05
quite   414  30.05
krays   414  31.70
kyars   414  31.70
yarks   414  31.70
hokey   414  32.59
ossia   414  34.54
horst   415  18.08
short   415  18.66
bogle   415  22.04
darcy   415  22.25
cardy   415  22.47
globe   415  23.37
tolus   415  23.37
fusel   415  23.61
clads   415  24.10
flues   415  24.10
fuels   415  24.10
louts   415  24.10
scald   415  24.88
hiree   415  25.15
lotus   415  25.43
yapon   415  26.30
hirer   415  27.55
newsy   415  29.29
barfi   415  30.05
rolls   415  31.27
ofays   415  38.57
chest   416  20.48
stupe   416  21.04
tharm   416  21.04
reuse   416  21.43
upset   416  21.83
setup   416  21.83
butes   416  22.47
pumie   416  22.69
tubes   416  22.91
hardy   416  23.14
halid   416  23.14
milos   416  23.14
shiur   416  23.14
fogle   416  23.37
moils   416  23.61
surer   416  23.86
bloke   416  24.10
seame   416  24.36
truer   416  24.62
maven   416  24.62
mease   416  24.88
limos   416  25.15
umpie   416  25.43
sures   416  26.30
techs   416  26.30
utter   416  26.60
russe   416  26.60
skied   416  26.91
doabs   416  27.88
masse   416  28.22
ferms   416  28.22
peavy   416  28.22
hydra   416  28.57
ruers   416  28.57
ruses   416  29.67
seams   416  29.67
suers   416  30.05
dikes   416  30.45
mases   416  30.45
mesas   416  30.45
sames   416  30.85
resus   416  31.70
usure   416  34.54
zines   416  34.54
zeins   416  35.06
emmas   416  36.73
users   416  36.73
cuber   417  20.66
levin   417  21.23
chary   417  21.63
liven   417  22.04
camos   417  22.47
comas   417  22.47
vital   417  22.69
fiats   417  23.14
cleik   417  24.10
lowan   417  24.62
rusty   417  24.88
fasti   417  24.88
skail   417  25.43
yurts   417  25.71
kails   417  26.00
laiks   417  26.91
kalis   417  27.55
doves   417  27.88
knurl   417  27.88
debts   417  28.57
devos   417  29.29
mikes   417  29.67
ickle   417  30.45
rynds   417  30.45
eyass   417  33.54
essay   417  34.03
white   418  20.48
pease   418  22.25
chais   418  22.91
total   418  23.37
withe   418  23.37
spend   418  23.61
cords   418  23.61
ursid   418  23.86
chias   418  24.10
elect   418  24.36
allot   418  24.62
huger   418  24.62
rudis   418  24.88
passe   418  25.15
flesh   418  25.43
fides   418  25.43
scrod   418  25.43
shelf   418  25.71
lotta   418  25.71
amido   418  26.00
maids   418  26.00
atoll   418  26.30
pends   418  26.60
hyens   418  26.91
knawe   418  26.91
upsey   418  26.91
amids   418  27.22
senvy   418  27.22
pases   418  27.55
defis   418  28.22
spaes   418  28.93
fados   418  29.29
waken   418  29.29
sixte   418  29.67
apses   418  30.05
papes   418  30.85
lapje   418  32.14
bayou   418  33.54
boyau   418  33.54
jaker   418  39.90
court   419  19.28
crout   419  19.61
glime   419  21.23
lunge   419  21.43
cupel   419  21.43
gimel   419  21.83
dowle   419  22.04
dowel   419  22.91
scuta   419  22.91
powre   419  23.14
donah   419  23.37
brave   419  23.61
valis   419  23.61
owled   419  23.86
pants   419  23.86
lowed   419  24.10
vails   419  24.36
honda   419  24.62
silva   419  24.62
bogey   419  24.88
power   419  25.15
amity   419  25.43
atimy   419  25.71
vials   419  25.71
techy   419  26.00
betta   419  26.60
abate   419  27.88
yirds   419  28.93
stewy   419  30.05
kythe   419  35.06
sprit   420  19.28
spirt   420  19.61
strip   420  21.23
stirp   420  21.63
trips   420  22.04
liman   420  23.14
sapid   420  23.14
spica   420  23.37
padis   420  24.36
purda   420  24.62
teeny   420  25.15
picas   420  26.30
scapi   420  26.30
yente   420  28.57
aspic   420  30.05
darks   420  30.85
faves   420  31.27
tzars   420  33.54
tsked   420  34.54
hault   421  20.66
borts   421  21.63
grief   421  22.04
capon   421  22.25
thief   421  22.69
fiber   421  23.37
corer   421  23.37
brief   421  23.61
fibre   421  23.86
crore   421  23.86
gamed   421  23.86
madge   421  23.86
cooer   421  24.36
faver   421  25.15
roary   421  25.43
dhals   421  26.00
smerk   421  26.30
hynde   421  26.60
umrah   421  26.60
ceroc   421  28.22
merks   421  28.22
recco   421  28.22
dahls   421  28.57
sites   421  28.93
sties   421  28.93
foxie   421  33.06
joual   421  34.03
offie   421  42.07
sajou   421  42.07
zowie   421  42.07
terce   422  21.04
silty   422  21.43
horsy   422  21.63
erect   422  21.83
spoil   422  22.25
chota   422  22.25
polis   422  22.47
forge   422  22.91
broke   422  23.14
laved   422  23.61
towed   422  24.10
amped   422  24.36
prang   422  24.36
gofer   422  24.62
lipos   422  24.62
scand   422  24.88
tacho   422  25.15
genic   422  25.43
berko   422  25.71
brags   422  26.00
garbs   422  27.22
styli   422  27.22
typed   422  27.22
grabs   422  27.88
narky   422  28.22
kefir   422  28.57
pokey   422  30.45
cooey   422  30.85
opahs   422  31.70
nixes   422  32.59
hoxes   422  35.06
bidet   423  20.12
gobar   423  21.63
wersh   423  21.63
shrew   423  21.83
debit   423  22.47
betid   423  22.69
gavel   423  22.91
scree   423  23.14
ceres   423  23.37
dowar   423  23.37
coven   423  23.61
daven   423  23.61
fains   423  23.61
crees   423  23.86
dogey   423  23.86
vaned   423  23.86
foram   423  24.36
garbo   423  24.36
hoped   423  25.43
theow   423  25.43
paean   423  26.00
pohed   423  26.30
naifs   423  26.60
panne   423  27.22
unsew   423  27.55
basse   423  27.88
apnea   423  28.22
bases   423  29.29
beaky   423  29.29
sabes   423  30.05
penna   423  30.45
abase   423  30.85
kendo   423  30.85
nappe   423  32.14
cress   423  32.59
babes   423  33.06
haiku   423  36.16
abbes   423  37.32
fract   424  20.12
craft   424  20.30
meiny   424  22.04
glans   424  22.25
glost   424  22.91
slang   424  23.61
genus   424  23.86
elute   424  24.88
tulle   424  25.43
durns   424  25.43
pengo   424  25.71
runds   424  25.71
cyans   424  26.00
grebo   424  26.00
hoven   424  26.00
negus   424  26.91
smeik   424  27.22
foehn   424  27.88
nurds   424  28.22
quail   424  37.32
azoic   424  37.93
seine   425  21.23
bluey   425  22.91
sward   425  24.88
mower   425  25.43
rowme   425  26.00
bhais   425  26.30
mayos   425  26.60
moyas   425  26.91
sitka   425  26.91
grype   425  27.55
snies   425  27.55
wards   425  27.55
nisse   425  27.88
cives   425  28.57
sakti   425  28.57
sines   425  28.57
draws   425  28.93
takis   425  28.93
nines   425  29.29
vices   425  29.29
katis   425  30.05
sahib   425  30.05
tikas   425  30.05
siens   425  31.27
nisei   425  31.70
sensi   425  31.70
ikats   425  33.06
track   426  20.30
gonia   426  21.04
minor   426  22.25
welsh   426  24.88
crims   426  25.15
scrim   426  25.15
braze   426  25.71
metif   426  26.00
cribs   426  26.30
axled   426  28.22
circa   426  28.57
moves   426  28.93
axmen   426  29.29
zebra   426  30.05
acari   426  30.45
craic   426  30.45
shoes   426  30.45
hoses   426  30.85
kaury   426  30.85
laxed   426  31.27
zoris   426  36.73
podia   427  22.69
sohur   427  22.69
hours   427  23.37
twerp   427  23.37
scaly   427  23.61
guiro   427  24.10
angst   427  24.36
birsy   427  24.36
lapel   427  24.62
gants   427  24.62
gnats   427  24.62
stang   427  24.62
palea   427  24.88
tangs   427  25.43
basho   427  26.60
clays   427  26.91
unlay   427  27.55
acyls   427  28.22
appel   427  28.22
yulan   427  28.22
apple   427  28.57
pepla   427  28.57
melik   427  28.93
kelim   427  29.67
rakee   427  30.05
exist   427  30.45
lazos   427  32.14
raker   427  32.14
exits   427  35.06
rojis   427  35.60
query   427  44.50
gault   428  20.12
teuch   428  20.66
chute   428  21.04
wried   428  21.04
weird   428  21.63
galut   428  21.63
threw   428  22.04
wider   428  22.04
wired   428  22.25
phial   428  22.91
rewth   428  22.91
clits   428  23.14
avion   428  23.37
skirt   428  24.88
stirk   428  24.88
amigo   428  25.15
ulpan   428  25.15
veiny   428  25.43
hauns   428  25.71
crogs   428  26.00
bends   428  26.30
fetta   428  26.30
furls   428  26.30
glaze   428  26.91
surra   428  27.55
lurks   428  27.88
auras   428  28.22
scrog   428  28.57
cryer   428  28.93
payee   428  29.29
